r,t,f,y,UseByTechnologyAnnual
RE1,LNDFOR,WTRPRC,2034,158.25
RE1,LNDFOR,WTRPRC,2035,154.35
RE1,LNDMAIHI,AGRDSL,2020,0.0
RE1,LNDMAIHI,AGRDSL,2021,0.0
RE1,LNDMAIHI,AGRDSL,2022,0.0
RE1,LNDMAIHI,AGRDSL,2023,0.0
RE1,LNDMAIHI,AGRDSL,2024,0.0
RE1,LNDMAIHI,AGRDSL,2025,0.0
RE1,LNDMAIHI,AGRDSL,2026,0.0
RE1,LNDMAIHI,AGRDSL,2027,0.0
RE1,LNDMAIHI,AGRDSL,2028,0.0
RE1,LNDMAIHI,AGRDSL,2029,0.0
RE1,LNDMAIHI,AGRDSL,2030,0.0
RE1,LNDMAIHI,AGRDSL,2031,0.0
RE1,LNDMAIHI,AGRDSL,2032,0.0
RE1,LNDMAIHI,AGRDSL,2033,0.0
RE1,LNDMAIHI,AGRDSL,2034,0.0
RE1,LNDMAIHI,AGRDSL,2035,0.0
RE1,LNDMAIHI,ELC002,2020,0.0
RE1,LNDMAIHI,ELC002,2021,0.0
RE1,LNDMAIHI,ELC002,2022,0.0
RE1,LNDMAIHI,ELC002,2023,0.0
RE1,LNDMAIHI,ELC002,2024,0.0
RE1,LNDMAIHI,ELC002,2025,0.0
RE1,LNDMAIHI,ELC002,2026,0.0
RE1,LNDMAIHI,ELC002,2027,0.0
RE1,LNDMAIHI,ELC002,2028,0.0
RE1,LNDMAIHI,ELC002,2029,0.0
RE1,LNDMAIHI,ELC002,2030,0.0
RE1,LNDMAIHI,ELC002,2031,0.0
RE1,LNDMAIHI,ELC002,2032,0.0
RE1,LNDMAIHI,ELC002,2033,0.0
RE1,LNDMAIHI,ELC002,2034,0.0
RE1,LNDMAIHI,ELC002,2035,0.0
RE1,LNDMAIHI,LND,2020,0.0
RE1,LNDMAIHI,LND,2021,0.0
RE1,LNDMAIHI,LND,2022,0.0
RE1,LNDMAIHI,LND,2023,0.0
RE1,LNDMAIHI,LND,2024,0.0
RE1,LNDMAIHI,LND,2025,0.0
RE1,LNDMAIHI,LND,2026,0.0
RE1,LNDMAIHI,LND,2027,0.0
RE1,LNDMAIHI,LND,2028,0.0
RE1,LNDMAIHI,LND,2029,0.0
RE1,LNDMAIHI,LND,2030,0.0
RE1,LNDMAIHI,LND,2031,0.0
RE1,LNDMAIHI,LND,2032,0.0
RE1,LNDMAIHI,LND,2033,0.0
RE1,LNDMAIHI,LND,2034,0.0
RE1,LNDMAIHI,LND,2035,0.0
RE1,LNDMAIHI,WTRPRC,2020,0.0
RE1,LNDMAIHI,WTRPRC,2021,0.0
RE1,LNDMAIHI,WTRPRC,2022,0.0
RE1,LNDMAIHI,WTRPRC,2023,0.0
RE1,LNDMAIHI,WTRPRC,2024,0.0
RE1,LNDMAIHI,WTRPRC,2025,0.0
RE1,LNDMAIHI,WTRPRC,2026,0.0
RE1,LNDMAIHI,WTRPRC,2027,0.0
RE1,LNDMAIHI,WTRPRC,2028,0.0
RE1,LNDMAIHI,WTRPRC,2029,0.0
RE1,LNDMAIHI,WTRPRC,2030,0.0
RE1,LNDMAIHI,WTRPRC,2031,0.0
RE1,LNDMAIHI,WTRPRC,2032,0.0
RE1,LNDMAIHI,WTRPRC,2033,0.0
RE1,LNDMAIHI,WTRPRC,2034,0.0
RE1,LNDMAIHI,WTRPRC,2035,0.0
RE1,LNDMAIHR,AGRDSL,2020,0.0
RE1,LNDMAIHR,AGRDSL,2021,0.0
RE1,LNDMAIHR,AGRDSL,2022,0.0
RE1,LNDMAIHR,AGRDSL,2023,0.0
RE1,LNDMAIHR,AGRDSL,2024,0.0
RE1,LNDMAIHR,AGRDSL,2025,0.0
RE1,LNDMAIHR,AGRDSL,2026,0.0
RE1,LNDMAIHR,AGRDSL,2027,0.0
RE1,LNDMAIHR,AGRDSL,2028,0.0
RE1,LNDMAIHR,AGRDSL,2029,0.0
RE1,LNDMAIHR,AGRDSL,2030,0.0
RE1,LNDMAIHR,AGRDSL,2031,0.0
RE1,LNDMAIHR,AGRDSL,2032,0.0
RE1,LNDMAIHR,AGRDSL,2033,0.0
RE1,LNDMAIHR,AGRDSL,2034,0.0
RE1,LNDMAIHR,AGRDSL,2035,0.0
RE1,LNDMAIHR,LND,2020,50.0
RE1,LNDMAIHR,LND,2021,51.25
RE1,LNDMAIHR,LND,2022,52.5
RE1,LNDMAIHR,LND,2023,53.875
RE1,LNDMAIHR,LND,2024,55.25
RE1,LNDMAIHR,LND,2025,56.625
RE1,LNDMAIHR,LND,2026,58.0
RE1,LNDMAIHR,LND,2027,59.375
RE1,LNDMAIHR,LND,2028,60.875
RE1,LNDMAIHR,LND,2029,62.5
RE1,LNDMAIHR,LND,2030,64.0
RE1,LNDMAIHR,LND,2031,65.625
RE1,LNDMAIHR,LND,2032,67.25
RE1,LNDMAIHR,LND,2033,68.875
RE1,LNDMAIHR,LND,2034,70.625
RE1,LNDMAIHR,LND,2035,72.375
RE1,LNDMAIHR,WTRPRC,2020,60.0001
RE1,LNDMAIHR,WTRPRC,2021,61.5
RE1,LNDMAIHR,WTRPRC,2022,63.0
RE1,LNDMAIHR,WTRPRC,2023,64.65
RE1,LNDMAIHR,WTRPRC,2024,66.3
RE1,LNDMAIHR,WTRPRC,2025,67.9501
RE1,LNDMAIHR,WTRPRC,2026,69.5999
RE1,LNDMAIHR,WTRPRC,2027,71.25
RE1,LNDMAIHR,WTRPRC,2028,73.05
RE1,LNDMAIHR,WTRPRC,2029,75.0
RE1,LNDMAIHR,WTRPRC,2030,76.8
RE1,LNDMAIHR,WTRPRC,2031,78.7499
RE1,LNDMAIHR,WTRPRC,2032,80.7001
RE1,LNDMAIHR,WTRPRC,2033,82.65
RE1,LNDMAIHR,WTRPRC,2034,84.7499
RE1,LNDMAIHR,WTRPRC,2035,86.85
RE1,LNDRICHI,AGRDSL,2020,0.0
RE1,LNDRICHI,AGRDSL,2021,0.0
RE1,LNDRICHI,AGRDSL,2022,0.0
RE1,LNDRICHI,AGRDSL,2023,0.0
RE1,LNDRICHI,AGRDSL,2024,0.0
RE1,LNDRICHI,AGRDSL,2025,0.0
RE1,LNDRICHI,AGRDSL,2026,0.0
RE1,LNDRICHI,AGRDSL,2027,0.0
RE1,LNDRICHI,AGRDSL,2028,0.0
RE1,LNDRICHI,AGRDSL,2029,0.0
RE1,LNDRICHI,AGRDSL,2030,0.0
RE1,LNDRICHI,AGRDSL,2031,0.0
RE1,LNDRICHI,AGRDSL,2032,0.0
RE1,LNDRICHI,AGRDSL,2033,0.0
RE1,LNDRICHI,AGRDSL,2034,0.0
RE1,LNDRICHI,AGRDSL,2035,0.0
RE1,LNDRICHI,ELC002,2020,0.0
RE1,LNDRICHI,ELC002,2021,0.0
RE1,LNDRICHI,ELC002,2022,0.0
RE1,LNDRICHI,ELC002,2023,0.0
RE1,LNDRICHI,ELC002,2024,0.0
RE1,LNDRICHI,ELC002,2025,0.0
RE1,LNDRICHI,ELC002,2026,0.0
RE1,LNDRICHI,ELC002,2027,0.0
RE1,LNDRICHI,ELC002,2028,0.0
RE1,LNDRICHI,ELC002,2029,0.0
RE1,LNDRICHI,ELC002,2030,0.0
RE1,LNDRICHI,ELC002,2031,0.0
RE1,LNDRICHI,ELC002,2032,0.0
RE1,LNDRICHI,ELC002,2033,0.0
RE1,LNDRICHI,ELC002,2034,0.0
RE1,LNDRICHI,ELC002,2035,0.0
RE1,LNDRICHI,LND,2020,0.0
RE1,LNDRICHI,LND,2021,0.0
RE1,LNDRICHI,LND,2022,0.0
RE1,LNDRICHI,LND,2023,0.0
RE1,LNDRICHI,LND,2024,0.0
RE1,LNDRICHI,LND,2025,0.0
RE1,LNDRICHI,LND,2026,0.0
RE1,LNDRICHI,LND,2027,0.0
RE1,LNDRICHI,LND,2028,0.0
RE1,LNDRICHI,LND,2029,0.0
RE1,LNDRICHI,LND,2030,0.0
RE1,LNDRICHI,LND,2031,0.0
RE1,LNDRICHI,LND,2032,0.0
RE1,LNDRICHI,LND,2033,0.0
RE1,LNDRICHI,LND,2034,0.0
RE1,LNDRICHI,LND,2035,0.0
RE1,LNDRICHI,WTRPRC,2020,0.0
RE1,LNDRICHI,WTRPRC,2021,0.0
RE1,LNDRICHI,WTRPRC,2022,0.0
RE1,LNDRICHI,WTRPRC,2023,0.0
RE1,LNDRICHI,WTRPRC,2024,0.0
RE1,LNDRICHI,WTRPRC,2025,0.0
RE1,LNDRICHI,WTRPRC,2026,0.0
RE1,LNDRICHI,WTRPRC,2027,0.0
RE1,LNDRICHI,WTRPRC,2028,0.0
RE1,LNDRICHI,WTRPRC,2029,0.0
RE1,LNDRICHI,WTRPRC,2030,0.0
RE1,LNDRICHI,WTRPRC,2031,0.0
RE1,LNDRICHI,WTRPRC,2032,0.0
RE1,LNDRICHI,WTRPRC,2033,0.0
RE1,LNDRICHI,WTRPRC,2034,0.0
RE1,LNDRICHI,WTRPRC,2035,0.0
RE1,LNDRICHR,AGRDSL,2020,0.0
RE1,LNDRICHR,AGRDSL,2021,0.0
RE1,LNDRICHR,AGRDSL,2022,0.0
RE1,LNDRICHR,AGRDSL,2023,0.0
RE1,LNDRICHR,AGRDSL,2024,0.0
RE1,LNDRICHR,AGRDSL,2025,0.0
RE1,LNDRICHR,AGRDSL,2026,0.0
RE1,LNDRICHR,AGRDSL,2027,0.0
RE1,LNDRICHR,AGRDSL,2028,0.0
RE1,LNDRICHR,AGRDSL,2029,0.0
RE1,LNDRICHR,AGRDSL,2030,0.0
RE1,LNDRICHR,AGRDSL,2031,0.0
RE1,LNDRICHR,AGRDSL,2032,0.0
RE1,LNDRICHR,AGRDSL,2033,0.0
RE1,LNDRICHR,AGRDSL,2034,0.0
RE1,LNDRICHR,AGRDSL,2035,0.0
RE1,LNDRICHR,LND,2020,30.0
RE1,LNDRICHR,LND,2021,30.8
RE1,LNDRICHR,LND,2022,31.5
RE1,LNDRICHR,LND,2023,32.3
RE1,LNDRICHR,LND,2024,33.1
RE1,LNDRICHR,LND,2025,33.9
RE1,LNDRICHR,LND,2026,34.8
RE1,LNDRICHR,LND,2027,35.7
RE1,LNDRICHR,LND,2028,36.6
RE1,LNDRICHR,LND,2029,37.5
RE1,LNDRICHR,LND,2030,38.4
RE1,LNDRICHR,LND,2031,39.4
RE1,LNDRICHR,LND,2032,40.3
RE1,LNDRICHR,LND,2033,41.4
RE1,LNDRICHR,LND,2034,42.4
RE1,LNDRICHR,LND,2035,43.4
RE1,LNDRICHR,WTRPRC,2020,36.0
RE1,LNDRICHR,WTRPRC,2021,36.9599
RE1,LNDRICHR,WTRPRC,2022,37.8
RE1,LNDRICHR,WTRPRC,2023,38.76
RE1,LNDRICHR,WTRPRC,2024,39.72
RE1,LNDRICHR,WTRPRC,2025,40.6801
RE1,LNDRICHR,WTRPRC,2026,41.7599
RE1,LNDRICHR,WTRPRC,2027,42.84
RE1,LNDRICHR,WTRPRC,2028,43.92
RE1,LNDRICHR,WTRPRC,2029,45.0
RE1,LNDRICHR,WTRPRC,2030,46.08
RE1,LNDRICHR,WTRPRC,2031,47.28
RE1,LNDRICHR,WTRPRC,2032,48.36
RE1,LNDRICHR,WTRPRC,2033,49.68
RE1,LNDRICHR,WTRPRC,2034,50.88
RE1,LNDRICHR,WTRPRC,2035,52.08
RE1,LNDWAT,LND,2020,35.0
RE1,LNDWAT,LND,2021,35.0
RE1,LNDWAT,LND,2022,35.0
RE1,LNDWAT,LND,2023,35.0
RE1,LNDWAT,LND,2024,35.0
RE1,LNDWAT,LND,2025,40.0
RE1,LNDWAT,LND,2026,40.0
RE1,LNDWAT,LND,2027,40.0
RE1,LNDWAT,LND,2028,40.0
RE1,LNDWAT,LND,2029,40.0
RE1,LNDWAT,LND,2030,40.0
RE1,LNDWAT,LND,2031,40.0
RE1,LNDWAT,LND,2032,40.0
RE1,LNDWAT,LND,2033,40.0
RE1,LNDWAT,LND,2034,40.0
RE1,LNDWAT,LND,2035,40.0
RE1,LNDWAT,WTRPRC,2020,42.0
RE1,LNDWAT,WTRPRC,2021,42.0
RE1,LNDWAT,WTRPRC,2022,42.0
RE1,LNDWAT,WTRPRC,2023,42.0
RE1,LNDWAT,WTRPRC,2024,42.0
RE1,LNDWAT,WTRPRC,2025,48.0
RE1,LNDWAT,WTRPRC,2026,48.0
RE1,LNDWAT,WTRPRC,2027,48.0
RE1,LNDWAT,WTRPRC,2028,48.0
RE1,LNDWAT,WTRPRC,2029,48.0
RE1,LNDWAT,WTRPRC,2030,48.0
RE1,LNDWAT,WTRPRC,2031,48.0
RE1,LNDWAT,WTRPRC,2032,48.0
RE1,LNDWAT,WTRPRC,2033,48.0
RE1,LNDWAT,WTRPRC,2034,48.0
RE1,LNDWAT,WTRPRC,2035,48.0
RE1,PWRCOA,COA,2020,195.3262
RE1,PWRCOA,COA,2021,201.0682
RE1,PWRCOA,COA,2022,204.8962
RE1,PWRCOA,COA,2023,210.6382
RE1,PWRCOA,COA,2024,214.4661
RE1,PWRCOA,COA,2025,206.6793
RE1,PWRCOA,COA,2026,212.4213
RE1,PWRCOA,COA,2027,203.8472
RE1,PWRCOA,COA,2028,191.5306
RE1,PWRCOA,COA,2029,179.2138
RE1,PWRCOA,COA,2030,59.8156
RE1,PWRCOA,COA,2031,60.6003
RE1,PWRCOA,COA,2032,61.3849
RE1,PWRCOA,COA,2033,62.4312
RE1,PWRCOA,COA,2034,63.2158
RE1,PWRCOA,COA,2035,64.262
RE1,PWRCOA,PWRWAT,2020,0.0
RE1,PWRCOA,PWRWAT,2021,0.0
RE1,PWRCOA,PWRWAT,2022,0.0
RE1,PWRCOA,PWRWAT,2023,0.0
RE1,PWRCOA,PWRWAT,2024,0.0
RE1,PWRCOA,PWRWAT,2025,0.0
RE1,PWRCOA,PWRWAT,2026,0.0
RE1,PWRCOA,PWRWAT,2027,0.0
RE1,PWRCOA,PWRWAT,2028,0.0
RE1,PWRCOA,PWRWAT,2029,0.0
RE1,PWRCOA,PWRWAT,2030,0.0
RE1,PWRCOA,PWRWAT,2031,0.0
RE1,PWRCOA,PWRWAT,2032,0.0
RE1,PWRCOA,PWRWAT,2033,0.0
RE1,PWRCOA,PWRWAT,2034,0.0
RE1,PWRCOA,PWRWAT,2035,0.0
RE1,PWRGAS,GAS,2020,40.9332
RE1,PWRGAS,GAS,2021,43.7052
RE1,PWRGAS,GAS,2022,45.5532
RE1,PWRGAS,GAS,2023,48.3253
RE1,PWRGAS,GAS,2024,50.1733
RE1,PWRGAS,GAS,2025,50.2647
RE1,PWRGAS,GAS,2026,53.0367
RE1,PWRGAS,GAS,2027,53.6112
RE1,PWRGAS,GAS,2028,53.6112
RE1,PWRGAS,GAS,2029,53.6112
RE1,PWRGAS,GAS,2030,61.981
RE1,PWRGAS,GAS,2031,63.9552
RE1,PWRGAS,GAS,2032,65.9293
RE1,PWRGAS,GAS,2033,68.5615
RE1,PWRGAS,GAS,2034,70.5356
RE1,PWRGAS,GAS,2035,73.1678
RE1,PWRGAS,PWRWAT,2020,0.0
RE1,PWRGAS,PWRWAT,2021,0.0
RE1,PWRGAS,PWRWAT,2022,0.0
RE1,PWRGAS,PWRWAT,2023,0.0
RE1,PWRGAS,PWRWAT,2024,0.0
RE1,PWRGAS,PWRWAT,2025,0.0
RE1,PWRGAS,PWRWAT,2026,0.0
RE1,PWRGAS,PWRWAT,2027,0.0
RE1,PWRGAS,PWRWAT,2028,0.0
RE1,PWRGAS,PWRWAT,2029,0.0
RE1,PWRGAS,PWRWAT,2030,0.0
RE1,PWRGAS,PWRWAT,2031,0.0
RE1,PWRGAS,PWRWAT,2032,0.0
RE1,PWRGAS,PWRWAT,2033,0.0
RE1,PWRGAS,PWRWAT,2034,0.0
RE1,PWRGAS,PWRWAT,2035,0.0
RE1,PWRHYD,HYD,2020,11.6999
RE1,PWRHYD,HYD,2021,11.6999
RE1,PWRHYD,HYD,2022,11.6999
RE1,PWRHYD,HYD,2023,11.6999
RE1,PWRHYD,HYD,2024,11.6999
RE1,PWRHYD,HYD,2025,17.5498
RE1,PWRHYD,HYD,2026,17.5498
RE1,PWRHYD,HYD,2027,17.5498
RE1,PWRHYD,HYD,2028,17.5498
RE1,PWRHYD,HYD,2029,17.5498
RE1,PWRHYD,HYD,2030,14.4277
RE1,PWRHYD,HYD,2031,17.5498
RE1,PWRHYD,HYD,2032,17.5498
RE1,PWRHYD,HYD,2033,17.5498
RE1,PWRHYD,HYD,2034,17.5498
RE1,PWRHYD,HYD,2035,17.5498
RE1,PWRSOL,SOL,2020,4.1312
RE1,PWRSOL,SOL,2021,4.1312
RE1,PWRSOL,SOL,2022,4.1312
RE1,PWRSOL,SOL,2023,4.1312
RE1,PWRSOL,SOL,2024,4.1312
RE1,PWRSOL,SOL,2025,4.1312
RE1,PWRSOL,SOL,2026,4.1312
RE1,PWRSOL,SOL,2027,4.1312
RE1,PWRSOL,SOL,2028,4.1312
RE1,PWRSOL,SOL,2029,4.1312
RE1,PWRSOL,SOL,2030,4.1312
RE1,PWRSOL,SOL,2031,4.1312
RE1,PWRSOL,SOL,2032,4.1312
RE1,PWRSOL,SOL,2033,4.1312
RE1,PWRSOL,SOL,2034,4.1312
RE1,PWRSOL,SOL,2035,4.1312
RE1,PWRTRN,ELC001,2020,110.0
RE1,PWRTRN,ELC001,2021,113.3
RE1,PWRTRN,ELC001,2022,115.5
RE1,PWRTRN,ELC001,2023,118.8
RE1,PWRTRN,ELC001,2024,121.0
RE1,PWRTRN,ELC001,2025,124.3
RE1,PWRTRN,ELC001,2026,127.6
RE1,PWRTRN,ELC001,2027,130.9
RE1,PWRTRN,ELC001,2028,134.2
RE1,PWRTRN,ELC001,2029,137.5
RE1,PWRTRN,ELC001,2030,140.8
RE1,PWRTRN,ELC001,2031,144.1
RE1,PWRTRN,ELC001,2032,147.4
RE1,PWRTRN,ELC001,2033,151.8
RE1,PWRTRN,ELC001,2034,155.1
RE1,PWRTRN,ELC001,2035,159.5
RE1,PWRWND,WND,2020,8.5936
RE1,PWRWND,WND,2021,8.5936
RE1,PWRWND,WND,2022,8.5936
RE1,PWRWND,WND,2023,8.5936
RE1,PWRWND,WND,2024,8.5936
RE1,PWRWND,WND,2025,8.5936
RE1,PWRWND,WND,2026,8.5936
RE1,PWRWND,WND,2027,14.4643
RE1,PWRWND,WND,2028,21.8699
RE1,PWRWND,WND,2029,29.2755
RE1,PWRWND,WND,2030,71.312
RE1,PWRWND,WND,2031,70.2413
RE1,PWRWND,WND,2032,72.2927
RE1,PWRWND,WND,2033,75.0279
RE1,PWRWND,WND,2034,77.0792
RE1,PWRWND,WND,2035,79.8144
