r,t,y,NewCapacity
RE1,LNDWAT,2035,26.9945
RE1,RSCPRC,2020,3185.8407
RE1,RSCPRC,2021,3185.8407
RE1,RSCPRC,2022,3185.8407
RE1,RSCPRC,2023,3185.8407
RE1,RSCPRC,2024,3185.8407
RE1,RSCPRC,2025,3185.8407
RE1,RSCPRC,2026,3185.8407
RE1,RSCPRC,2027,3185.8407
RE1,RSCPRC,2028,3185.8407
RE1,RSCPRC,2029,3185.8407
RE1,RSCPRC,2030,3147.1064
RE1,RSCPRC,2031,3163.2839
RE1,RSCPRC,2032,3185.8407
RE1,RSCPRC,2033,3185.8407
RE1,RSCPRC,2034,3185.8407
RE1,RSCPRC,2035,3185.8407
RE1,RSCHYD,2020,109.7706
RE1,RSCHYD,2021,109.8744
RE1,RSCHYD,2022,109.9724
RE1,RSCHYD,2023,110.0786
RE1,RSCHYD,2024,110.1774
RE1,RSCHYD,2025,110.2992
RE1,RSCHYD,2026,110.3985
RE1,RSCHYD,2027,110.508
RE1,RSCHYD,2028,110.6229
RE1,RSCHYD,2029,110.7472
RE1,RSCHYD,2030,111.1179
RE1,RSCHYD,2031,111.112
RE1,RSCHYD,2032,111.0753
RE1,RSCHYD,2033,111.471
RE1,RSCHYD,2034,111.7768
RE1,RSCHYD,2035,112.1767
RE1,RSCSOL,2020,12.299
RE1,RSCSOL,2021,12.299
RE1,RSCSOL,2022,12.299
RE1,RSCSOL,2023,12.299
RE1,RSCSOL,2024,12.299
RE1,RSCSOL,2025,12.299
RE1,RSCSOL,2026,12.299
RE1,RSCSOL,2027,12.299
RE1,RSCSOL,2028,12.299
RE1,RSCSOL,2029,12.299
RE1,RSCSOL,2030,12.299
RE1,RSCSOL,2031,12.299
RE1,RSCSOL,2032,12.299
RE1,RSCSOL,2033,12.299
RE1,RSCSOL,2034,12.299
RE1,RSCSOL,2035,12.299
RE1,RSCWND,2020,18.27
RE1,RSCWND,2021,30.8211
RE1,RSCWND,2022,44.833
RE1,RSCWND,2023,60.5312
RE1,RSCWND,2024,77.4621
RE1,RSCWND,2025,96.2338
RE1,RSCWND,2026,117.5787
RE1,RSCWND,2027,140.4082
RE1,RSCWND,2028,169.2754
RE1,RSCWND,2029,197.6153
RE1,RSCWND,2030,232.8361
RE1,RSCWND,2031,266.521
RE1,RSCWND,2032,308.8935
RE1,RSCWND,2033,349.4192
RE1,RSCWND,2034,399.7665
RE1,RSCWND,2035,447.957
RE1,PWRWND,2021,0.8837
RE1,PWRWND,2022,1.0837
RE1,PWRWND,2023,1.2141
RE1,PWRWND,2024,1.3095
RE1,PWRWND,2025,1.4518
RE1,PWRWND,2026,1.6508
RE1,PWRWND,2027,1.7657
RE1,PWRWND,2028,2.2326
RE1,PWRWND,2029,2.1918
RE1,PWRWND,2030,2.724
RE1,PWRWND,2031,2.6052
RE1,PWRWND,2032,3.2771
RE1,PWRWND,2033,3.1343
RE1,PWRWND,2034,3.8939
RE1,PWRWND,2035,3.7271
RE1,DEMAGRDSL,2020,2.0498
RE1,DEMAGRDSL,2021,2.1353
RE1,DEMAGRDSL,2022,2.2212
RE1,DEMAGRDSL,2023,2.3064
RE1,DEMAGRDSL,2024,2.3932
RE1,DEMAGRDSL,2025,2.4916
RE1,DEMAGRDSL,2026,2.5788
RE1,DEMAGRDSL,2027,2.6672
RE1,DEMAGRDSL,2028,2.7676
RE1,DEMAGRDSL,2029,2.8684
RE1,DEMAGRDSL,2030,2.9704
RE1,DEMAGRDSL,2031,3.0468
RE1,DEMAGRDSL,2032,3.1236
RE1,DEMAGRDSL,2033,3.2009
RE1,DEMAGRDSL,2034,3.2782
RE1,DEMAGRDSL,2035,3.3571
RE1,DEMAGRSURWAT,2023,0.1555
RE1,DEMAGRSURWAT,2024,0.391
RE1,DEMAGRSURWAT,2025,0.4015
RE1,DEMAGRSURWAT,2026,0.3916
RE1,DEMAGRSURWAT,2027,0.3925
RE1,DEMAGRSURWAT,2028,0.4033
RE1,DEMAGRSURWAT,2029,0.4043
RE1,DEMAGRSURWAT,2030,0.4048
RE1,DEMAGRSURWAT,2031,0.0737
RE1,DEMAGRSURWAT,2032,0.0743
RE1,DEMAGRSURWAT,2033,0.0749
RE1,DEMAGRSURWAT,2034,0.0749
RE1,DEMAGRSURWAT,2035,0.0765
RE1,DEMPWRSURWAT,2022,0.0007
RE1,DEMPWRSURWAT,2023,0.0023
RE1,DEMPWRSURWAT,2024,0.002
RE1,DEMPWRSURWAT,2025,0.0019
RE1,DEMPWRSURWAT,2026,0.0021
RE1,DEMPWRSURWAT,2027,0.0017
RE1,DEMPWRSURWAT,2028,0.0007
RE1,DEMPWRSURWAT,2029,0.0016
RE1,DEMPUBSURWAT,2021,0.103
RE1,DEMPUBSURWAT,2022,0.123
RE1,DEMPUBSURWAT,2023,0.1263
RE1,DEMPUBSURWAT,2024,0.1313
RE1,DEMPUBSURWAT,2025,0.1379
RE1,DEMPUBSURWAT,2026,0.1429
RE1,DEMPUBSURWAT,2027,0.1479
RE1,DEMPUBSURWAT,2028,0.1562
RE1,DEMPUBSURWAT,2029,0.1612
RE1,DEMPUBSURWAT,2030,0.1695
RE1,DEMPUBSURWAT,2031,0.1761
RE1,DEMPUBSURWAT,2032,0.1828
RE1,DEMPUBSURWAT,2033,0.1911
RE1,DEMPUBSURWAT,2034,0.1994
RE1,DEMPUBSURWAT,2035,0.2094
RE1,DEMTRABIO,2020,1.1848
RE1,DEMTRABIO,2021,1.2204
RE1,DEMTRABIO,2022,1.2559
RE1,DEMTRABIO,2023,1.2915
RE1,DEMTRABIO,2024,1.327
RE1,DEMTRABIO,2025,1.3744
RE1,DEMTRABIO,2026,1.41
RE1,DEMTRABIO,2027,1.4455
RE1,DEMTRABIO,2028,1.4929
RE1,DEMTRABIO,2029,1.5403
RE1,DEMTRABIO,2030,1.5877
RE1,DEMTRABIO,2031,1.6351
RE1,DEMTRABIO,2032,1.6825
RE1,DEMTRABIO,2033,1.7299
RE1,DEMTRABIO,2034,1.7773
RE1,DEMTRABIO,2035,1.8246
RE1,PWRBATIN,2020,999999.0
RE1,PWRBATIN,2021,999999.0
RE1,PWRBATIN,2022,999999.0
RE1,PWRBATIN,2023,999999.0
RE1,PWRBATIN,2024,999999.0
RE1,PWRBATIN,2025,999999.0
RE1,PWRBATIN,2026,999999.0
RE1,PWRBATIN,2027,999999.0
RE1,PWRBATIN,2028,999999.0
RE1,PWRBATIN,2029,999999.0
RE1,PWRBATIN,2030,999999.0
RE1,PWRBATIN,2031,999999.0
RE1,PWRBATIN,2032,999999.0
RE1,PWRBATIN,2033,999999.0
RE1,PWRBATIN,2034,999999.0
RE1,PWRBATIN,2035,999999.0
RE1,PWRBATOUT,2020,999999.0
RE1,PWRBATOUT,2021,999999.0
RE1,PWRBATOUT,2022,999999.0
RE1,PWRBATOUT,2023,999999.0
RE1,PWRBATOUT,2024,999999.0
RE1,PWRBATOUT,2025,999999.0
RE1,PWRBATOUT,2026,999999.0
RE1,PWRBATOUT,2027,999999.0
RE1,PWRBATOUT,2028,999999.0
RE1,PWRBATOUT,2029,999999.0
RE1,PWRBATOUT,2030,999999.0
RE1,PWRBATOUT,2031,999999.0
RE1,PWRBATOUT,2032,999999.0
RE1,PWRBATOUT,2033,999999.0
RE1,PWRBATOUT,2034,999999.0
RE1,PWRBATOUT,2035,999999.0
